n,l,l_char,type,E_eV,sigma_a0sq,filename
9,8,K,resolved,571.17,3.877,TICS.9K
9,8,K,resolved,635.17,3.492,TICS.9K
9,8,K,resolved,699.17,3.177,TICS.9K
9,8,K,resolved,763.17,2.915,TICS.9K
9,8,K,resolved,827.17,2.693,TICS.9K
9,8,K,resolved,891.17,2.502,TICS.9K
9,8,K,resolved,955.17,2.337,TICS.9K
9,1,P,resolved,0.1679728,0.0,TICS.9P
9,1,P,resolved,0.26217,5515.0,TICS.9P
9,1,P,resolved,0.36797,6441.0,TICS.9P
9,1,P,resolved,0.56797,6681.0,TICS.9P
9,1,P,resolved,0.76797,6173.0,TICS.9P
9,1,P,resolved,0.96797,5738.0,TICS.9P
9,1,P,resolved,1.168,5330.0,TICS.9P
9,1,P,resolved,2.168,3842.0,TICS.9P
9,1,P,resolved,3.168,2969.0,TICS.9P
9,1,P,resolved,4.168,2466.0,TICS.9P
9,1,P,resolved,5.168,2083.0,TICS.9P
9,1,P,resolved,7.168,1615.0,TICS.9P
9,1,P,resolved,9.168,1325.0,TICS.9P
9,1,P,resolved,11.168,1126.0,TICS.9P
9,1,P,resolved,13.168,981.1,TICS.9P
9,1,P,resolved,15.168,870.5,TICS.9P
9,1,P,resolved,19.168,716.6,TICS.9P
9,1,P,resolved,23.168,608.2,TICS.9P
9,1,P,resolved,27.168,529.0,TICS.9P
9,1,P,resolved,31.168,468.3,TICS.9P
9,1,P,resolved,35.168,420.0,TICS.9P
9,1,P,resolved,43.168,348.5,TICS.9P
9,1,P,resolved,51.168,297.4,TICS.9P
9,1,P,resolved,59.168,259.3,TICS.9P
9,1,P,resolved,67.168,230.3,TICS.9P
9,1,P,resolved,75.168,207.7,TICS.9P
9,1,P,resolved,91.168,174.1,TICS.9P
9,1,P,resolved,107.17,150.2,TICS.9P
9,1,P,resolved,123.17,132.3,TICS.9P
9,1,P,resolved,139.17,118.3,TICS.9P
9,1,P,resolved,155.17,107.1,TICS.9P
9,1,P,resolved,187.17,90.12,TICS.9P
9,1,P,resolved,219.17,77.95,TICS.9P
9,1,P,resolved,251.17,68.77,TICS.9P
9,1,P,resolved,283.17,61.58,TICS.9P
9,1,P,resolved,315.17,55.79,TICS.9P
9,1,P,resolved,379.17,47.04,TICS.9P
9,1,P,resolved,443.17,40.73,TICS.9P
9,1,P,resolved,507.17,35.95,TICS.9P
9,1,P,resolved,571.17,32.21,TICS.9P
9,1,P,resolved,635.17,29.19,TICS.9P
9,1,P,resolved,699.17,26.71,TICS.9P
9,1,P,resolved,763.17,24.62,TICS.9P
9,1,P,resolved,827.17,22.85,TICS.9P
9,1,P,resolved,891.17,21.32,TICS.9P
9,1,P,resolved,955.17,19.99,TICS.9P
9,0,S,resolved,0.1679728,0.0,TICS.9S
9,0,S,resolved,0.26217,4928.0,TICS.9S
9,0,S,resolved,0.36797,6157.0,TICS.9S
9,0,S,resolved,0.56797,6451.0,TICS.9S
9,0,S,resolved,0.76797,6089.0,TICS.9S
9,0,S,resolved,0.96797,5661.0,TICS.9S
9,0,S,resolved,1.168,5273.0,TICS.9S
9,0,S,resolved,2.168,3794.0,TICS.9S
9,0,S,resolved,3.168,2928.0,TICS.9S
9,0,S,resolved,4.168,2423.0,TICS.9S
9,0,S,resolved,5.168,2042.0,TICS.9S
9,0,S,resolved,7.168,1578.0,TICS.9S
9,0,S,resolved,9.168,1292.0,TICS.9S
9,0,S,resolved,11.168,1095.0,TICS.9S
9,0,S,resolved,13.168,953.3,TICS.9S
9,0,S,resolved,15.168,845.2,TICS.9S
9,0,S,resolved,19.168,694.8,TICS.9S
9,0,S,resolved,23.168,589.2,TICS.9S
9,0,S,resolved,27.168,512.1,TICS.9S
9,0,S,resolved,31.168,453.1,TICS.9S
9,0,S,resolved,35.168,406.2,TICS.9S
9,0,S,resolved,43.168,336.7,TICS.9S
9,0,S,resolved,51.168,287.1,TICS.9S
9,0,S,resolved,59.168,250.1,TICS.9S
9,0,S,resolved,67.168,222.0,TICS.9S
9,0,S,resolved,75.168,200.2,TICS.9S
9,0,S,resolved,91.168,167.7,TICS.9S
9,0,S,resolved,107.17,144.7,TICS.9S
9,0,S,resolved,123.17,127.4,TICS.9S
9,0,S,resolved,139.17,113.9,TICS.9S
9,0,S,resolved,155.17,103.0,TICS.9S
9,0,S,resolved,187.17,86.72,TICS.9S
9,0,S,resolved,219.17,75.0,TICS.9S
9,0,S,resolved,251.17,66.15,TICS.9S
9,0,S,resolved,283.17,59.23,TICS.9S
9,0,S,resolved,315.17,53.66,TICS.9S
9,0,S,resolved,379.17,45.23,TICS.9S
9,0,S,resolved,443.17,39.16,TICS.9S
9,0,S,resolved,507.17,34.56,TICS.9S
9,0,S,resolved,571.17,30.96,TICS.9S
9,0,S,resolved,635.17,28.06,TICS.9S
9,0,S,resolved,699.17,25.67,TICS.9S
9,0,S,resolved,763.17,23.66,TICS.9S
9,0,S,resolved,827.17,21.96,TICS.9S
9,0,S,resolved,891.17,20.49,TICS.9S
9,0,S,resolved,955.17,19.21,TICS.9S
