n,l,label,Te_eV,K_ion_cm3s,K_ion_Lotz
6,0,6S,10.0,2.8157592052374144e-06,6.901685325421751e-06
6,1,6P,1.0,2.7805697014965877e-06,5.9099991509203045e-06
6,1,6P,1.048113,2.824792148444749e-06,6.025889625116773e-06
6,1,6P,1.098541,2.8668248651820025e-06,6.137436532954392e-06
6,1,6P,1.151395,2.9066819967065627e-06,6.244557258358511e-06
6,1,6P,1.206793,2.944382025429312e-06,6.347184129244784e-06
6,1,6P,1.264855,2.9799469900540268e-06,6.445263741854671e-06
6,1,6P,1.325711,3.013401769531978e-06,6.538756264660891e-06
6,1,6P,1.389495,3.044773439068499e-06,6.627634728900875e-06
6,1,6P,1.456348,3.074090703027421e-06,6.711884312058225e-06
6,1,6P,1.526418,3.101383407374072e-06,6.791501619906402e-06
6,1,6P,1.599859,3.1266821320942037e-06,6.866493972059742e-06
6,1,6P,1.676833,3.15001786190461e-06,6.936878695347467e-06
6,1,6P,1.757511,3.171421731611009e-06,7.00268242873881e-06
6,1,6P,1.84207,3.190924840744455e-06,7.063940443002459e-06
6,1,6P,1.930698,3.208558130683572e-06,7.120695977781642e-06
6,1,6P,2.02359,3.2243523163970817e-06,7.172999598306714e-06
6,1,6P,2.120951,3.2383378642518764e-06,7.220908573549022e-06
6,1,6P,2.222996,3.2505450070391595e-06,7.264486277241855e-06
6,1,6P,2.329952,3.2610037874653265e-06,7.303801612854462e-06
6,1,6P,2.442053,3.269744121804869e-06,7.33892846330158e-06
6,1,6P,2.559548,3.276795876168607e-06,7.369945165901567e-06
6,1,6P,2.682696,3.282188948835162e-06,7.396934012858675e-06
6,1,6P,2.811769,3.28595335324776e-06,7.419980777337215e-06
6,1,6P,2.947052,3.288119297507962e-06,7.439174265014766e-06
6,1,6P,3.088844,3.2887172574188398e-06,7.454605890846299e-06
6,1,6P,3.237458,3.287778041266456e-06,7.466369280638512e-06
6,1,6P,3.393222,3.285332845516476e-06,7.4745598969222315e-06
6,1,6P,3.55648,3.2814133013968467e-06,7.47927468851789e-06
6,1,6P,3.727594,3.276051512911713e-06,7.480611763113312e-06
6,1,6P,3.90694,3.2692800871812e-06,7.47867008211249e-06
6,1,6P,4.094915,3.261132158140835e-06,7.473549176966863e-06
6,1,6P,4.291934,3.251641404593803e-06,7.4653488861655645e-06
6,1,6P,4.498433,3.2408420634311654e-06,7.454169112036438e-06
6,1,6P,4.714866,3.228768938568454e-06,7.440109596494333e-06
6,1,6P,4.941713,3.2154574058409677e-06,7.423269714865896e-06
6,1,6P,5.179475,3.200943413800264e-06,7.403748286919605e-06
6,1,6P,5.428675,3.185263480097987e-06,7.381643404235508e-06
6,1,6P,5.689866,3.168454682956942e-06,7.357052273059636e-06
6,1,6P,5.963623,3.1505546471276316e-06,7.3300710718030644e-06
6,1,6P,6.250552,3.131601523714633e-06,7.3007948223639265e-06
6,1,6P,6.551286,3.111633963323553e-06,7.26931727447209e-06
6,1,6P,6.866488,3.0906910821117333e-06,7.2357308022797815e-06
6,1,6P,7.196857,3.068812420504462e-06,7.200126312446907e-06
6,1,6P,7.54312,3.0460378945427653e-06,7.162593162996742e-06
6,1,6P,7.906043,3.022407740039026e-06,7.123219092245361e-06
6,1,6P,8.286428,2.997962449916528e-06,7.082090157136755e-06
6,1,6P,8.685114,2.972742705286816e-06,7.039290680344372e-06
6,1,6P,9.102982,2.9467893009677885e-06,6.994903205528791e-06
6,1,6P,9.540955,2.920143066263554e-06,6.9490084601700525e-06
6,1,6P,10.0,2.8928447819157546e-06,6.901685325421751e-06
6,2,6D,1.0,2.9861676194512355e-06,5.9099991509203045e-06
6,2,6D,1.048113,3.032202330880483e-06,6.025889625116773e-06
6,2,6D,1.098541,3.0757754237411396e-06,6.137436532954392e-06
6,2,6D,1.151395,3.1169069970528464e-06,6.244557258358511e-06
6,2,6D,1.206793,3.1556225802068116e-06,6.347184129244784e-06
6,2,6D,1.264855,3.191952246423844e-06,6.445263741854671e-06
6,2,6D,1.325711,3.2259297893881468e-06,6.538756264660891e-06
6,2,6D,1.389495,3.25759197042321e-06,6.627634728900875e-06
6,2,6D,1.456348,3.2869778414731374e-06,6.711884312058225e-06
6,2,6D,1.526418,3.3141281470264786e-06,6.791501619906402e-06
6,2,6D,1.599859,3.3390848060298597e-06,6.866493972059742e-06
6,2,6D,1.676833,3.3618904728478606e-06,6.936878695347467e-06
6,2,6D,1.757511,3.3825881744957393e-06,7.00268242873881e-06
6,2,6D,1.84207,3.4012210197609874e-06,7.063940443002459e-06
6,2,6D,1.930698,3.4178319744895184e-06,7.120695977781642e-06
6,2,6D,2.02359,3.4324636962830163e-06,7.172999598306714e-06
6,2,6D,2.120951,3.4451584211620166e-06,7.220908573549022e-06
6,2,6D,2.222996,3.4559578944046293e-06,7.264486277241855e-06
6,2,6D,2.329952,3.4649033377652682e-06,7.303801612854462e-06
6,2,6D,2.442053,3.4720354455845367e-06,7.33892846330158e-06
6,2,6D,2.559548,3.477394402876664e-06,7.369945165901567e-06
6,2,6D,2.682696,3.4810199192663293e-06,7.396934012858675e-06
6,2,6D,2.811769,3.4829512735735155e-06,7.419980777337215e-06
6,2,6D,2.947052,3.483227364840049e-06,7.439174265014766e-06
6,2,6D,3.088844,3.481886766581776e-06,7.454605890846299e-06
6,2,6D,3.237458,3.47896778197048e-06,7.466369280638512e-06
6,2,6D,3.393222,3.474508498445433e-06,7.4745598969222315e-06
6,2,6D,3.55648,3.4685468408884063e-06,7.47927468851789e-06
6,2,6D,3.727594,3.4611206229478284e-06,7.480611763113312e-06
6,2,6D,3.90694,3.4522675963668505e-06,7.47867008211249e-06
6,2,6D,4.094915,3.442025498271778e-06,7.473549176966863e-06
6,2,6D,4.291934,3.430432096341807e-06,7.4653488861655645e-06
6,2,6D,4.498433,3.417525231647153e-06,7.454169112036438e-06
6,2,6D,4.714866,3.403342858754353e-06,7.440109596494333e-06
6,2,6D,4.941713,3.387923082497772e-06,7.423269714865896e-06
6,2,6D,5.179475,3.3713041906429585e-06,7.403748286919605e-06
6,2,6D,5.428675,3.3535246815498254e-06,7.381643404235508e-06
6,2,6D,5.689866,3.3346232859000156e-06,7.357052273059636e-06
6,2,6D,5.963623,3.314638981590062e-06,7.3300710718030644e-06
6,2,6D,6.250552,3.2936110010063067e-06,7.3007948223639265e-06
6,2,6D,6.551286,3.2715788300758453e-06,7.26931727447209e-06
6,2,6D,6.866488,3.2485821987114405e-06,7.2357308022797815e-06
6,2,6D,7.196857,3.2246610625149107e-06,7.200126312446907e-06
6,2,6D,7.54312,3.199855575851637e-06,7.162593162996742e-06
6,2,6D,7.906043,3.174206056639162e-06,7.123219092245361e-06
6,2,6D,8.286428,3.147752943391626e-06,7.082090157136755e-06
6,2,6D,8.685114,3.120536745220413e-06,7.039290680344372e-06
6,2,6D,9.102982,3.092597985607687e-06,6.994903205528791e-06
6,2,6D,9.540955,3.063977140846087e-06,6.9490084601700525e-06
6,2,6D,10.0,3.0347145740811835e-06,6.901685325421751e-06
6,3,6F,1.0,3.311833331494201e-06,5.9099991509203045e-06
6,3,6F,1.048113,3.3612323687586254e-06,6.025889625116773e-06
6,3,6F,1.098541,3.4076779977364262e-06,6.137436532954392e-06
6,3,6F,1.151395,3.451193676048733e-06,6.244557258358511e-06
6,3,6F,1.206793,3.4918104725448315e-06,6.347184129244784e-06
6,3,6F,1.264855,3.5295660403119115e-06,6.445263741854671e-06
6,3,6F,1.325711,3.564503643285286e-06,6.538756264660891e-06
6,3,6F,1.389495,3.5966712453881524e-06,6.627634728900875e-06
6,3,6F,1.456348,3.626120669105377e-06,6.711884312058225e-06
6,3,6F,1.526418,3.6529068283392574e-06,6.791501619906402e-06
6,3,6F,1.599859,3.677087038359769e-06,6.866493972059742e-06
6,3,6F,1.676833,3.6987204037048545e-06,6.936878695347467e-06
6,3,6F,1.757511,3.717867283065579e-06,7.00268242873881e-06
6,3,6F,1.84207,3.7345888285619156e-06,7.063940443002459e-06
6,3,6F,1.930698,3.748946595426843e-06,7.120695977781642e-06
6,3,6F,2.02359,3.7610022170085033e-06,7.172999598306714e-06
6,3,6F,2.120951,3.7708171391986364e-06,7.220908573549022e-06
6,3,6F,2.222996,3.778452407910616e-06,7.264486277241855e-06
6,3,6F,2.329952,3.783968503055175e-06,7.303801612854462e-06
6,3,6F,2.442053,3.7874252125720343e-06,7.33892846330158e-06
6,3,6F,2.559548,3.78888154043068e-06,7.369945165901567e-06
6,3,6F,2.682696,3.7883956430602304e-06,7.396934012858675e-06
6,3,6F,2.811769,3.786024789344383e-06,7.419980777337215e-06
6,3,6F,2.947052,3.7818253400570735e-06,7.439174265014766e-06
6,3,6F,3.088844,3.775852743353366e-06,7.454605890846299e-06
6,3,6F,3.237458,3.76816154361147e-06,7.466369280638512e-06
6,3,6F,3.393222,3.758805401499959e-06,7.4745598969222315e-06
6,3,6F,3.55648,3.7478371235892177e-06,7.47927468851789e-06
6,3,6F,3.727594,3.7353087001238954e-06,7.480611763113312e-06
6,3,6F,3.90694,3.721271349727099e-06,7.47867008211249e-06
6,3,6F,4.094915,3.7057755698348212e-06,7.473549176966863e-06
6,3,6F,4.291934,3.6888711915906913e-06,7.4653488861655645e-06
6,3,6F,4.498433,3.670607437803317e-06,7.454169112036438e-06
6,3,6F,4.714866,3.6510329824211756e-06,7.440109596494333e-06
6,3,6F,4.941713,3.6301960098508482e-06,7.423269714865896e-06
6,3,6F,5.179475,3.6081442723649318e-06,7.403748286919605e-06
6,3,6F,5.428675,3.5849251438387642e-06,7.381643404235508e-06
6,3,6F,5.689866,3.5605856681318703e-06,7.357052273059636e-06
6,3,6F,5.963623,3.535172600591344e-06,7.3300710718030644e-06
6,3,6F,6.250552,3.5087324413909805e-06,7.3007948223639265e-06
6,3,6F,6.551286,3.481311459714306e-06,7.26931727447209e-06
6,3,6F,6.866488,3.452955708119902e-06,7.2357308022797815e-06
6,3,6F,7.196857,3.4237110267688687e-06,7.200126312446907e-06
6,3,6F,7.54312,3.393623037524554e-06,7.162593162996742e-06
6,3,6F,7.906043,3.3627371282342715e-06,7.123219092245361e-06
6,3,6F,8.286428,3.3310984277582436e-06,7.082090157136755e-06
6,3,6F,8.685114,3.2987517725149715e-06,7.039290680344372e-06
6,3,6F,9.102982,3.265741665463627e-06,6.994903205528791e-06
6,3,6F,9.540955,3.2321122285467782e-06,6.9490084601700525e-06
6,3,6F,10.0,3.1979071496785927e-06,6.901685325421751e-06
6,4,6G,1.0,3.7319847199790208e-06,5.9099991509203045e-06
6,4,6G,1.048113,3.785761337206191e-06,6.025889625116773e-06
6,4,6G,1.098541,3.83571918972614e-06,6.137436532954392e-06
6,4,6G,1.151395,3.881870501734741e-06,6.244557258358511e-06
6,4,6G,1.206793,3.924239055118321e-06,6.347184129244784e-06
6,4,6G,1.264855,3.962859078322264e-06,6.445263741854671e-06
6,4,6G,1.325711,3.997774175061739e-06,6.538756264660891e-06
6,4,6G,1.389495,4.029036303460826e-06,6.627634728900875e-06
6,4,6G,1.456348,4.056704813894654e-06,6.711884312058225e-06
6,4,6G,1.526418,4.0808455514782235e-06,6.791501619906402e-06
6,4,6G,1.599859,4.101530026861346e-06,6.866493972059742e-06
6,4,6G,1.676833,4.118834656818793e-06,6.936878695347467e-06
6,4,6G,1.757511,4.132840074135023e-06,7.00268242873881e-06
6,4,6G,1.84207,4.143630504533656e-06,7.063940443002459e-06
6,4,6G,1.930698,4.151293206944721e-06,7.120695977781642e-06
6,4,6G,2.02359,4.155917972274685e-06,7.172999598306714e-06
6,4,6G,2.120951,4.157596675067031e-06,7.220908573549022e-06
6,4,6G,2.222996,4.156422872017229e-06,7.264486277241855e-06
6,4,6G,2.329952,4.152491441219401e-06,7.303801612854462e-06
6,4,6G,2.442053,4.1458982562386964e-06,7.33892846330158e-06
6,4,6G,2.559548,4.136739889573472e-06,7.369945165901567e-06
6,4,6G,2.682696,4.125113340733582e-06,7.396934012858675e-06
6,4,6G,2.811769,4.111115784946722e-06,7.419980777337215e-06
6,4,6G,2.947052,4.094844339344133e-06,7.439174265014766e-06
6,4,6G,3.088844,4.076395844303747e-06,7.454605890846299e-06
6,4,6G,3.237458,4.0558666583859145e-06,7.466369280638512e-06
6,4,6G,3.393222,4.033352465939507e-06,7.4745598969222315e-06
6,4,6G,3.55648,4.0089480969553285e-06,7.47927468851789e-06
6,4,6G,3.727594,3.982747359086434e-06,7.480611763113312e-06
6,4,6G,3.90694,3.954842881943951e-06,7.47867008211249e-06
6,4,6G,4.094915,3.925325973828976e-06,7.473549176966863e-06
6,4,6G,4.291934,3.894286491002683e-06,7.4653488861655645e-06
6,4,6G,4.498433,3.861812719461372e-06,7.454169112036438e-06
6,4,6G,4.714866,3.8279912690060385e-06,7.440109596494333e-06
6,4,6G,4.941713,3.7929069792103832e-06,7.423269714865896e-06
6,4,6G,5.179475,3.7566428367253144e-06,7.403748286919605e-06
6,4,6G,5.428675,3.7192799032318665e-06,7.381643404235508e-06
6,4,6G,5.689866,3.6808972532799574e-06,7.357052273059636e-06
6,4,6G,5.963623,3.6415719212296197e-06,7.3300710718030644e-06
6,4,6G,6.250552,3.6013788565393913e-06,7.3007948223639265e-06
6,4,6G,6.551286,3.560390886712092e-06,7.26931727447209e-06
6,4,6G,6.866488,3.518678687296932e-06,7.2357308022797815e-06
6,4,6G,7.196857,3.4763107584432514e-06,7.200126312446907e-06
6,4,6G,7.54312,3.4333534075915815e-06,7.162593162996742e-06
6,4,6G,7.906043,3.3898707379614455e-06,7.123219092245361e-06
6,4,6G,8.286428,3.3459246425466173e-06,7.082090157136755e-06
6,4,6G,8.685114,3.3015748033556624e-06,7.039290680344372e-06
6,4,6G,9.102982,3.2568786956418477e-06,6.994903205528791e-06
6,4,6G,9.540955,3.2118915968573855e-06,6.9490084601700525e-06
6,4,6G,10.0,3.166666600050578e-06,6.901685325421751e-06
6,5,6H,1.0,4.346174435761069e-06,5.9099991509203045e-06
6,5,6H,1.048113,4.411753635332646e-06,6.025889625116773e-06
6,5,6H,1.098541,4.472607145988948e-06,6.137436532954392e-06
6,5,6H,1.151395,4.5287306514893325e-06,6.244557258358511e-06
6,5,6H,1.206793,4.580136453508188e-06,6.347184129244784e-06
6,5,6H,1.264855,4.626852098851528e-06,6.445263741854671e-06
6,5,6H,1.325711,4.668919012939664e-06,6.538756264660891e-06
6,5,6H,1.389495,4.7063911579732616e-06,6.627634728900875e-06
6,5,6H,1.456348,4.739333731697788e-06,6.711884312058225e-06
6,5,6H,1.526418,4.767821920001837e-06,6.791501619906402e-06
6,5,6H,1.599859,4.791939713820098e-06,6.866493972059742e-06
6,5,6H,1.676833,4.811778798056563e-06,6.936878695347467e-06
6,5,6H,1.757511,4.827437517592246e-06,7.00268242873881e-06
6,5,6H,1.84207,4.8390199229802905e-06,7.063940443002459e-06
6,5,6H,1.930698,4.846634896235094e-06,7.120695977781642e-06
6,5,6H,2.02359,4.850395355248867e-06,7.172999598306714e-06
6,5,6H,2.120951,4.850417533856955e-06,7.220908573549022e-06
6,5,6H,2.222996,4.846820333438045e-06,7.264486277241855e-06
6,5,6H,2.329952,4.839724741170722e-06,7.303801612854462e-06
6,5,6H,2.442053,4.829253309645926e-06,7.33892846330158e-06
6,5,6H,2.559548,4.815529692410792e-06,7.369945165901567e-06
6,5,6H,2.682696,4.798678230135062e-06,7.396934012858675e-06
6,5,6H,2.811769,4.778823582381142e-06,7.419980777337215e-06
6,5,6H,2.947052,4.75609040035628e-06,7.439174265014766e-06
6,5,6H,3.088844,4.730603036467381e-06,7.454605890846299e-06
6,5,6H,3.237458,4.7024852869327184e-06,7.466369280638512e-06
6,5,6H,3.393222,4.671860164089031e-06,7.4745598969222315e-06
6,5,6H,3.55648,4.638849695342716e-06,7.47927468851789e-06
6,5,6H,3.727594,4.603574745939354e-06,7.480611763113312e-06
6,5,6H,3.90694,4.5661548628719615e-06,7.47867008211249e-06
6,5,6H,4.094915,4.526708137331253e-06,7.473549176966863e-06
6,5,6H,4.291934,4.485351083145966e-06,7.4653488861655645e-06
6,5,6H,4.498433,4.442198528696579e-06,7.454169112036438e-06
6,5,6H,4.714866,4.397363519840203e-06,7.440109596494333e-06
6,5,6H,4.941713,4.35095723148242e-06,7.423269714865896e-06
6,5,6H,5.179475,4.303088885590379e-06,7.403748286919605e-06
6,5,6H,5.428675,4.253865673668318e-06,7.381643404235508e-06
6,5,6H,5.689866,4.203392682010293e-06,7.357052273059636e-06
6,5,6H,5.963623,4.151772818393886e-06,7.3300710718030644e-06
6,5,6H,6.250552,4.099106739265278e-06,7.3007948223639265e-06
6,5,6H,6.551286,4.045492776867174e-06,7.26931727447209e-06
6,5,6H,6.866488,3.991026866152767e-06,7.2357308022797815e-06
6,5,6H,7.196857,3.93580247168774e-06,7.200126312446907e-06
6,5,6H,7.54312,3.879910515049746e-06,7.162593162996742e-06
6,5,6H,7.906043,3.823439303477201e-06,7.123219092245361e-06
6,5,6H,8.286428,3.7664744606900807e-06,7.082090157136755e-06
6,5,6H,8.685114,3.7090988609044985e-06,7.039290680344372e-06
6,5,6H,9.102982,3.6513925670956293e-06,6.994903205528791e-06
6,5,6H,9.540955,3.593432774539531e-06,6.9490084601700525e-06
6,5,6H,10.0,3.5352937605958852e-06,6.901685325421751e-06
7,0,7S,1.0,4.033010693188524e-06,1.0463353887582553e-05
7,0,7S,1.048113,4.083352944623392e-06,1.0600369258393678e-05
7,0,7S,1.098541,4.1308231395052895e-06,1.0730028952873447e-05
7,0,7S,1.151395,4.1754361747673e-06,1.0852337260929478e-05
7,0,7S,1.206793,4.2172107602166525e-06,1.096731485446701e-05
7,0,7S,1.264855,4.256168951515351e-06,1.1074997674907297e-05
7,0,7S,1.325711,4.292335741711673e-06,1.1175435841985541e-05
7,0,7S,1.389495,4.3257387105299055e-06,1.126869258842796e-05
7,0,7S,1.456348,4.3564077295481115e-06,1.1354843224348439e-05
7,0,7S,1.526418,4.384374720362252e-06,1.1433974134512645e-05
7,0,7S,1.599859,4.4096734618574265e-06,1.1506181810989808e-05
7,0,7S,1.676833,4.432339441800287e-06,1.1571571923146329e-05
7,0,7S,1.757511,4.4524097471565146e-06,1.1630258426428532e-05
7,0,7S,1.84207,4.469922986856829e-06,1.1682362710930793e-05
7,0,7S,1.930698,4.484919240222361e-06,1.1728012790346187e-05
7,0,7S,2.02359,4.4974400239541965e-06,1.17673425315467e-05
7,0,7S,2.120951,4.507528270527617e-06,1.1800490924734516e-05
7,0,7S,2.222996,4.515228311035258e-06,1.182760139384236e-05
7,0,7S,2.329952,4.520585856007944e-06,1.1848821146634646e-05
7,0,7S,2.442053,4.52364796850272e-06,1.186430056377016e-05
7,0,7S,2.559548,4.524463024760975e-06,1.1874192625926706e-05
7,0,7S,2.682696,4.523080658961618e-06,1.1878652377956486e-05
7,0,7S,2.811769,4.519551689963651e-06,1.1877836428934466e-05
7,0,7S,2.947052,4.513928029373626e-06,1.1871902486878009e-05
7,0,7S,3.088844,4.506262571701888e-06,1.1861008926852313e-05
7,0,7S,3.237458,4.496609068701744e-06,1.184531439113003e-05
7,0,7S,3.393222,4.485021991136622e-06,1.1824977420042829e-05
7,0,7S,3.55648,4.471556382124013e-06,1.1800156112145838e-05
7,0,7S,3.727594,4.456267706810509e-06,1.1771007812310402e-05
7,0,7S,3.90694,4.439211703411647e-06,1.1737688826365762e-05
7,0,7S,4.094915,4.420444240598334e-06,1.1700354160923612e-05
7,0,7S,4.291934,4.400021185847518e-06,1.1659157287040437e-05
7,0,7S,4.498433,4.37799828873801e-06,1.1614249926399305e-05
7,0,7S,4.714866,4.354431082319144e-06,1.1565781858724967e-05
7,0,7S,4.941713,4.3293748046776315e-06,1.1513900749181912e-05
7,0,7S,5.179475,4.302884341748366e-06,1.1458751994544455e-05
7,0,7S,5.428675,4.275014191329521e-06,1.1400478586969574e-05
7,0,7S,5.689866,4.245818447235264e-06,1.1339220994246814e-05
7,0,7S,5.963623,4.215350801605448e-06,1.1275117055444396e-05
7,0,7S,6.250552,4.183664562632013e-06,1.1208301890916332e-05
7,0,7S,6.551286,4.1508126843833375e-06,1.1138907825681061e-05
7,0,7S,6.866488,4.116847805024398e-06,1.1067064325228443e-05
7,0,7S,7.196857,4.081822289542417e-06,1.0992897942856996e-05
7,0,7S,7.54312,4.045788273085966e-06,1.0916532277688695e-05
7,0,7S,7.906043,4.008797701192535e-06,1.0838087942552556e-05
7,0,7S,8.286428,3.9709023634932245e-06,1.0757682540971428e-05
7,0,7S,8.685114,3.932153917917563e-06,1.067543065252851e-05
7,0,7S,9.102982,3.892603902949872e-06,1.05914438259308e-05
7,0,7S,9.540955,3.852303736083628e-06,1.0505830579126076e-05
7,0,7S,10.0,3.8113046972556106e-06,1.0418696405868188e-05
7,1,7P,1.0,4.122318389881602e-06,1.0463353887582553e-05
7,1,7P,1.048113,4.172928113329061e-06,1.0600369258393678e-05
7,1,7P,1.098541,4.220606487882981e-06,1.0730028952873447e-05
7,1,7P,1.151395,4.265374154222049e-06,1.0852337260929478e-05
7,1,7P,1.206793,4.3072557100266865e-06,1.096731485446701e-05
7,1,7P,1.264855,4.346279185544872e-06,1.1074997674907297e-05
7,1,7P,1.325711,4.382475576028051e-06,1.1175435841985541e-05
7,1,7P,1.389495,4.415878431268231e-06,1.126869258842796e-05
7,1,7P,1.456348,4.446523501402899e-06,1.1354843224348439e-05
7,1,7P,1.526418,4.474448437101291e-06,1.1433974134512645e-05
7,1,7P,1.599859,4.499692541217514e-06,1.1506181810989808e-05
7,1,7P,1.676833,4.522296568014989e-06,1.1571571923146329e-05
7,1,7P,1.757511,4.542302565164193e-06,1.1630258426428532e-05
7,1,7P,1.84207,4.5597537529293196e-06,1.1682362710930793e-05
7,1,7P,1.930698,4.574694434331882e-06,1.1728012790346187e-05
7,1,7P,2.02359,4.58716992965318e-06,1.17673425315467e-05
7,1,7P,2.120951,4.597226528451326e-06,1.1800490924734516e-05
7,1,7P,2.222996,4.60491145235162e-06,1.182760139384236e-05
7,1,7P,2.329952,4.610272822236143e-06,1.1848821146634646e-05
7,1,7P,2.442053,4.613359624107484e-06,1.186430056377016e-05
7,1,7P,2.559548,4.6142216688093765e-06,1.1874192625926706e-05
7,1,7P,2.682696,4.612909541911368e-06,1.1878652377956486e-05
7,1,7P,2.811769,4.6094745413444014e-06,1.1877836428934466e-05
7,1,7P,2.947052,4.603968601734243e-06,1.1871902486878009e-05
7,1,7P,3.088844,4.59644420573623e-06,1.1861008926852313e-05
7,1,7P,3.237458,4.586954283942889e-06,1.184531439113003e-05
7,1,7P,3.393222,4.575552106035225e-06,1.1824977420042829e-05
7,1,7P,3.55648,4.562291166712047e-06,1.1800156112145838e-05
7,1,7P,3.727594,4.547225070509681e-06,1.1771007812310402e-05
7,1,7P,3.90694,4.530407419889567e-06,1.1737688826365762e-05
7,1,7P,4.094915,4.511891710919282e-06,1.1700354160923612e-05
7,1,7P,4.291934,4.4917312405225765e-06,1.1659157287040437e-05
7,1,7P,4.498433,4.469979028665134e-06,1.1614249926399305e-05
7,1,7P,4.714866,4.446687758030226e-06,1.1565781858724967e-05
7,1,7P,4.941713,4.421909732787385e-06,1.1513900749181912e-05
7,1,7P,5.179475,4.395696857037896e-06,1.1458751994544455e-05
7,1,7P,5.428675,4.368100632501601e-06,1.1400478586969574e-05
7,1,7P,5.689866,4.339172174052253e-06,1.1339220994246814e-05
7,1,7P,5.963623,4.308962240865508e-06,1.1275117055444396e-05
7,1,7P,6.250552,4.277521280253663e-06,1.1208301890916332e-05
7,1,7P,6.551286,4.244899480749669e-06,1.1138907825681061e-05
7,1,7P,6.866488,4.2111468306821555e-06,1.1067064325228443e-05
7,1,7P,7.196857,4.176313178352722e-06,1.0992897942856996e-05
7,1,7P,7.54312,4.140448289976752e-06,1.0916532277688695e-05
7,1,7P,7.906043,4.103601901761787e-06,1.0838087942552556e-05
7,1,7P,8.286428,4.065823762850263e-06,1.0757682540971428e-05
7,1,7P,8.685114,4.027163666320053e-06,1.067543065252851e-05
7,1,7P,9.102982,3.987671465990048e-06,1.05914438259308e-05
7,1,7P,9.540955,3.947397077390859e-06,1.0505830579126076e-05
7,1,7P,10.0,3.906390461906788e-06,1.0418696405868188e-05
7,2,7D,1.0,4.356648382163973e-06,1.0463353887582553e-05
7,2,7D,1.048113,4.406610108796736e-06,1.0600369258393678e-05
7,2,7D,1.098541,4.453438969366996e-06,1.0730028952873447e-05
7,2,7D,1.151395,4.497170954145294e-06,1.0852337260929478e-05
7,2,7D,1.206793,4.537846200907538e-06,1.096731485446701e-05
7,2,7D,1.264855,4.5755083575423054e-06,1.1074997674907297e-05
7,2,7D,1.325711,4.610204004948078e-06,1.1175435841985541e-05
7,2,7D,1.389495,4.641982141073892e-06,1.126869258842796e-05
7,2,7D,1.456348,4.670893725817287e-06,1.1354843224348439e-05
7,2,7D,1.526418,4.696991285377647e-06,1.1433974134512645e-05
7,2,7D,1.599859,4.720328573589854e-06,1.1506181810989808e-05
7,2,7D,1.676833,4.740960286757184e-06,1.1571571923146329e-05
7,2,7D,1.757511,4.758941827593529e-06,1.1630258426428532e-05
7,2,7D,1.84207,4.774329113107156e-06,1.1682362710930793e-05
7,2,7D,1.930698,4.78717842064746e-06,1.1728012790346187e-05
7,2,7D,2.02359,4.7975462659273755e-06,1.17673425315467e-05
7,2,7D,2.120951,4.805489306657328e-06,1.1800490924734516e-05
7,2,7D,2.222996,4.8110642655030154e-06,1.182760139384236e-05
7,2,7D,2.329952,4.814327866417149e-06,1.1848821146634646e-05
7,2,7D,2.442053,4.815336778987057e-06,1.186430056377016e-05
7,2,7D,2.559548,4.814147566260403e-06,1.1874192625926706e-05
7,2,7D,2.682696,4.810816632517572e-06,1.1878652377956486e-05
7,2,7D,2.811769,4.805400168592868e-06,1.1877836428934466e-05
7,2,7D,2.947052,4.79795409353733e-06,1.1871902486878009e-05
7,2,7D,3.088844,4.788533992586777e-06,1.1861008926852313e-05
7,2,7D,3.237458,4.777195052472868e-06,1.184531439113003e-05
7,2,7D,3.393222,4.76399199602188e-06,1.1824977420042829e-05
7,2,7D,3.55648,4.748979018668234e-06,1.1800156112145838e-05
7,2,7D,3.727594,4.732209729927645e-06,1.1771007812310402e-05
7,2,7D,3.90694,4.713737103009399e-06,1.1737688826365762e-05
7,2,7D,4.094915,4.693613435602259e-06,1.1700354160923612e-05
7,2,7D,4.291934,4.671890324468408e-06,1.1659157287040437e-05
7,2,7D,4.498433,4.648618655867155e-06,1.1614249926399305e-05
7,2,7D,4.714866,4.623848613060898e-06,1.1565781858724967e-05
7,2,7D,4.941713,4.597629701293398e-06,1.1513900749181912e-05
7,2,7D,5.179475,4.570010789740211e-06,1.1458751994544455e-05
7,2,7D,5.428675,4.541040169074508e-06,1.1400478586969574e-05
7,2,7D,5.689866,4.5107656225215615e-06,1.1339220994246814e-05
7,2,7D,5.963623,4.479234507633296e-06,1.1275117055444396e-05
7,2,7D,6.250552,4.446493845528566e-06,1.1208301890916332e-05
7,2,7D,6.551286,4.4125904140295065e-06,1.1138907825681061e-05
7,2,7D,6.866488,4.377570840981972e-06,1.1067064325228443e-05
7,2,7D,7.196857,4.341481694069948e-06,1.0992897942856996e-05
7,2,7D,7.54312,4.304369563604758e-06,1.0916532277688695e-05
7,2,7D,7.906043,4.266281135068861e-06,1.0838087942552556e-05
7,2,7D,8.286428,4.227263248598238e-06,1.0757682540971428e-05
7,2,7D,8.685114,4.187362943073459e-06,1.067543065252851e-05
7,2,7D,9.102982,4.146627483034661e-06,1.05914438259308e-05
7,2,7D,9.540955,4.105104367218614e-06,1.0505830579126076e-05
7,2,7D,10.0,4.062841318116932e-06,1.0418696405868188e-05
7,3,7F,1.0,4.6717674890386205e-06,1.0463353887582553e-05
